,vacancies,company,post_time,job,location,month_salary,year_salary,year-end_salary,bonus,dividends,other,mood,frequency_overtime,average_day,seniority,total_seniority,work_content,advise_content
1102,Data Scientist,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.26,全職,桃園,82-83k,1350-1360k,164k,,205k,,平常心,偶爾加班,9 hr,3,3,"資料科學部門在美光是一個很大的部門, 團隊成員來自世界各地, 幾乎一起合作的成員都不會講中文, 所以必須有流暢的英語能力, 建議先確定自己能夠適應不同國家的人的英語口音再應徵. 工作內容以開發機器學習及深度學習演算法為主. 但是資料科學在美光算是紮根不深, 所以上面的老闆(包括基層帶人主管)基本上並不懂AI領域. 但是老闆彈性給得很足, 有任何想做的方向都可以討論","美光不是軟體公司, 是硬體公司, 而且美其名是一間外商, 本質上就是瑞晶留下來的老人在管事, 基本上就是一間台商. 想進外商的各位要好好考慮. 新人拿來練練手沒有問題, 有資歷的人就自己考慮吧"
1103,助理工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.19,全職,臺中,48-49k,780-790k,84k,,120k,,還算愉快,準時上下班,10 hr,3,12,"每日工作10小時負責機台PM與簡易維修
環境優越待遇良好餐廳伙食選擇多~上班無須打卡
競爭壓力大~每年有淘汰制度
新廠設施優良",與同事相處比工作能力重要~上班較其他公司自由度高~但壓力大~出事需向上級回報~寫工作日誌+報告
1104,製程,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.19,全職,臺中,62-63k,930-940k,187k,,,,平常心,常常加班,9 hr,2,2,工作性質是維護產線，較難有成就感，工作步調快，需跟設備、製造部門打好關係會比較好做事，常常需應付HL心會有點累，進行專案的流程冗長繁雜，除了要填表格送單申請，沒填過沒人教真的不知道怎麼做，花很多時間在這種瑣事上，專案的進行也要找製程整合的人來評估（有時候會遇到人很難找或不同人標準不ㄧ的狀況）,顧的機台好不好很吃運氣，撈data做報告的速度要練，剛開始會有mentor制度還不錯，此外要找到調適壓力的管道很重要
1105,製程工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.13,全職,臺中,65-66k,1210-1220k,130k,6000,300k,,平常心,很少加班,9 hr,4,4,工作內容大致上是提升產品良率，異常處理，維持產線正常運作，SPEC編寫，SPC 監控。異常發生時要負責分析和撰寫報告，專案管理，需要降低生產成本，提高生產速度。,臨機應變能力要好，老闆要報告會要很急，平常大部分時間都在開會，要自己找時間進產線學習，不會有人逼你和監控你，必須自己安排好時間
1106,工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.12,全職,臺中,70-71k,1180-1190k,,140k,200k,,平常心,常常加班,10 hr,2,2,工作內容較為routing ，上升空間較少，與傳言的台商的薪資、外商的工時完全相符，但我也做了兩年，公司同事彼此都有一定的革命情感，可能很苦吧，最常抱團去公司附近的ktv 唱歌。,建議新人要審慎思考後再來，因為偏辛苦，我是來到新單位才發現自己薪水偏可憐，但公司的飲食不錯，尤其同一層零食櫃有夠飽！
1107,製程工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.12,全職,臺中,80-81k,1160-1170k,200k,,,,想換工作了,賣肝拼經濟,16 hr,2,4,"我是owner管一個製程，這裡很特別的是，蜜月期非常明顯，當然前一個月有新人訓練的關係，導致跟其他部門的新人都混得很好，那一個月是我在美光在歡樂的時光，每天上課上到五點準時下班在跟組員一起去后里夜市覓食。

新人訓練結束後才是惡夢開始，老鳥欺壓新人，主管早會電人，每天都是者種噩夢日常，主管常常早上要我準備檢討報告，晚上邀請一堆M2 M3來電你，真的很慘
另外新人訓練根本沒什麼幫助......",周圍也是有朋友撐下來，但也是待個兩三年就離職，我覺得自己也滿厲害的，那段時間都有心理諮商，因為美光的主管也習慣這種氣氛，就是學長學姊制很嚴重，很像軍隊的管理...
1108,廠務工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.04,全職,臺中,61-62k,920-930k,61k,61k,70k,,還算愉快,很少加班,8 hr,1,7,"一般巡檢抄錶
還有用電的分析
緊急異常排除
很少發包工項
PM項目比較少
系統算是很穩定
若還有不清楚的可以私下問我
或者我幫內推","跟台廠比起來 工作算是輕鬆

沒什麼責任重大的工事
但要小心景氣不好畢竟是美商還是會裁員
建議一開始薪資拉高"
1109,Industry Engineer,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.01.31,全職,臺中,74-75k,1250-1260k,148k,,222k,,有苦說不出,偶爾加班,10 hr,3,3,"主要是負責工廠未來3年規劃, 因為預算限制和諸多的gap, 常需要與工程單位溝通去最大化效益並且降低成本. 會使用到很多專案管理的手法以及概念, 也需要跟台灣以外的國家開會, 良好的邏輯以及語言能力是必要的","建議有一定的抗壓性並且對數字有敏感度, 對於其他單位給的質疑要適時地去協調溝通, 主管不一定會完全幫忙解決問題, 專案管理的手法是很重要的"
1110,OP,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.01.31,全職,臺中,50-51k,600-610k,,,,,想換工作了,很少加班,12 hr,1,1,在ROC顧機台、真不是人幹的、ㄧ個人顧4.50台、ㄧ分鐘都不允許機台idea.動不動就要人寫報告主管只會在那裡聊天打屁他都不知道其他的人聽到他們在那邊聊天心裡有多幹嗎？這裡說是以人為本.全部都是騙人、其他台廠的公司的人情味都比這裡好太多太多了，在這裡真的很沒尊嚴。這裡最會的就是對外宣傳做公益做給外面的人看以為這間公司制度什麼有多好，只要進來的人都只會搖頭真的有夠爛,真的不要進來，人與人之間的相處真的有夠心機，在這裡真的過得很沒尊嚴被罵三字經也只能接受主管才不會去理會這些事情
1111,製程工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.01.20,全職,臺中,70-71k,980-990k,140k,6000,,,有苦說不出,賣肝拼經濟,10 hr,5,5,確認製程參數變化，針對變化作調整找root cause，不小心MO要寫報告，建議細心的人來半導體產業工作，除了製程部分還有很多雜事要做，常常過五點後才開始能做自己的事情,建議細心的人來半導體，每天要確認的東西太多了，一個不小心就會需要寫檢討報告，2023年今年半導體產業相對沒那麼好，建議新鮮人不要將半導體公司列為首選
1112,設備工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.04.16,全職,桃園,60-61k,840-850k,120k,,,,有苦說不出,偶爾加班,10 hr,3,3,"資深設備大部分都是常日班
工作內容:每天寫報告,比誰寫的厲害,上面的各種KPI,做假的也要生出來,指派不少沒意義的動作給值班做,就為了能下台
資歷輕的都大部分都是輪班
工作內容:每天一成不變的保養修機,被常日班學長當擋箭牌,做得好是應該,多做或是怎麼沒提早發現就是不應該, 很多CASE都是事後論,要想辦法通靈","常常舉辦有的沒的活動,只有常日班的享受的到,值班人員修機都來不及了,還要看部門參與率,坐辦公室的完全不知道值班人員的忙
公司賺錢分紅照標準給,甚至少給,沒賺錢直接砍光光"
1113,助理工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.03.16,全職,臺中,54-55k,820-830k,170k,6000,,,平常心,很少加班,12 hr,5,7,"這薪水是後段助工，平日的保修改之外
偶爾修機要出報告，在裡面做人比做事重要
公司整體福利在台中算不錯 23年宣布不調薪也不發IPP(獎金）","有能力的話請去前段
後段MTB就是俗稱的山口后里廠
如果能很適應台廠文化的就當我沒說了"
1114,軟體工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.03.14,全職,桃園,68-69k,1120-1130k,136k,,150k,24k,還算愉快,常常加班,10 hr,2,8,"1. 採取scrum方式開發，但除了小組共同完成的工作外，還有針對個人的項目要完成
2. 有些主管扭曲了敏捷的概念，工作亂分配，有些非自己處理的項目也會被問，問了不知道會被責怪
3. 即使花了一堆時間處理很多不同種類的事情，但最後也不會被認可，只有主管在乎的事情被處理你才會被認可，值得警惕的是那些不被在乎的事情如果最後你沒做好，一樣會受到負評 ^^","缺點
不建議想練技術的來這邊，技術練不到，花很多時間在非技術相關上，一堆規則要走，但又被限制東限制西。

雖然部門分得很細，有SRE、Devops、QA部門，但通通都要developer指引方向、設計如何測試、如何release system的work flow。

優點
上班不看打卡、每周兩天WFH、資遣費很高"
1115,SQA,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.03.13,全職,臺中,62-63k,880-890k,135k,,,,平常心,很少加班,8 hr,1,3,"要想test plan, 剛開始進去會有training, 所以還蠻多時間可以學習，福利和薪資就是固定的，薪資分成三種等級：純血學碩/混血學碩/一般這樣。

軟體相關的幾乎不用加班，所以還算是蠻可以養老的地方，只是地點比較無聊。",如果很愛寫程式的，在這裡寫測試會覺得沒有什麼成就感，還是建議往開發走，但如果對於程式的熱愛還好，想求一份穩定，可以選擇做QA。
1116,製程工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.03.05,全職,臺中,63-64k,960-970k,50k,10k,3000,150k,還算愉快,很少加班,9 hr,1,1,工作環境與氛圍其實都不錯，主動且有禮貌的詢問，學長姐都很願意教。工作內容不外乎線上issue解決、找出root cause做改善等等，餐費雖然砍半了，但也比沒有好，只能先將就一下，加班的部分目前沒辦法報加班費，所以公司鼓勵盡量準時走。,新人如果能去前段，千萬不要去後段，那邊的政治很亂，基本上注重關係背景遠大於實質能力，沒做什麼事也會有人罩你，相反則無。性別雖因應公司政策，也是女性優先。
